user	item1	item2	rating	aspects	liked/disliked-aspects	comment
16	374	589	1	similar genre: History	genre	nan
16	374	572	1	similar genre: History	genre	nan
16	374	510	-1	similar genre: History	content	nan
16	127	580	1	similar genre: History	genre	nan
16	127	581	1	similar genre: Action, War	genre	nan
16	127	582	-1	similar genre: Action	content	nan
16	127	572	1	similar genre: Action, War, History	genre	nan
16	127	510	1	similar genre: Action, War, History	genre	nan
16	766	70	-1	similar genre: Drama------similar content: true story	content	nan
16	766	102	-1	similar genre: Drama------similar content: cinematography, true story	content	nan
16	766	267	-1	similar genre: Drama------similar content: true story	content	nan
16	766	143	-1	similar genre: Drama	genre	nan
16	766	255	-1	similar actor: Eddie Redmayne------similar genre: Drama------similar content: Eddie Redmayne, true story	genre	nan
16	511	580	-1	similar genre: Drama, History------similar content: true story, biography	genre	nan
16	511	581	1	similar genre: Drama------similar content: friendship, true story	content	nan
16	511	585	-1	similar genre: Drama, History------similar content: drama, biography	genre	nan
16	511	589	-1	similar genre: Drama, History------similar content: biography	genre	nan
16	511	573	-1	similar genre: Drama, History------similar content: true story, biography	genre	nan
25	269	2	1	similar genre: Drama, Science Fiction------similar content: beautiful, love, sci-fi, complicated, thought-provoking	genre	nan
25	269	99	1	similar genre: Drama------similar content: New York City, thought-provoking, great acting	content	nan
25	269	73	1	similar genre: Science Fiction------similar content: philosophy, psychology, surreal, dream, alternate reality	genre, content	nan
25	269	49	1	similar genre: Science Fiction------similar content: beautiful, sci-fi, romance, fantasy, thought-provoking	genre,content	nan
25	269	148	1	similar genre: Drama, Romance------similar content: romance, intelligent, love, psychology	content	nan
25	98	2	-1	similar genre: Drama------similar content: boring, Oscar (Best Effects - Visual Effects), long, drama, philosophical	content	nan
25	98	99	1	similar genre: Drama------similar content: drama, thought-provoking, long	content	nan
25	98	49	1	similar genre: Fantasy------similar content: drama, Oscar Nominee: Best Picture, long, romance, cinematography	genre, oscar nominee	amazing cinematography
25	98	73	1	similar content: cinematography, Oscar Nominee: Best Picture, philosophy, long, drama	content, oscar nominee	nan
25	98	148	1	similar genre: Drama, Romance------similar content: romance, Oscar Nominee: Best Picture, drama	content	nan
25	485	97	1	similar genre: Mystery, Thriller	genre	nan
25	485	164	1	similar genre: Mystery, Thriller	genre	nan
25	485	23	1	similar genre: Thriller	genre	nan
25	485	789	1	similar genre: Thriller------similar content: suspense	genre,content	nan
25	485	535	1	similar genre: Thriller------similar content: suspense, thriller	genre,content	nan
25	747	97	1	similar genre: Mystery, Science Fiction, Thriller------similar content: sci-fi	genre	nan
25	747	164	1	similar genre: Drama, Science Fiction, Thriller, Mystery------similar content: bad acting	genre	nan
25	747	535	1	similar genre: Drama, Science Fiction, Thriller------similar content: drama, dystopia, thriller	genre	nan
25	747	789	1	similar genre: Drama, Science Fiction, Thriller------similar content: dystopia, sci-fi	genre	nan
25	747	23	1	similar genre: Thriller	genre	nan
25	111	2	1	similar genre: Drama------similar content: drama, mindfuck, plot holes, dystopia, smart	content	nan
25	111	99	1	similar genre: Drama, Comedy------similar content: drama, social commentary, dark comedy	genre	nan
25	111	71	1	similar content: social commentary, touching, dystopia	content	nan
25	111	711	-1	similar genre: Drama	genre	nan
25	111	148	1	similar actor: Ed Harris------similar genre: Drama------similar content: drama, mindfuck	content	nan
25	373	97	1	similar genre: Thriller	genre	nan
25	373	164	1	similar genre: Thriller	genre	nan
25	373	535	1	similar genre: Thriller------similar content: horror, suspense	genre,content	nan
25	373	789	1	similar genre: Horror, Thriller------similar content: horror, suspense	genre,content	nan
25	373	23	1	similar director: James Wan------similar actor: Patrick Wilson------similar genre: Horror, Thriller------similar content: scary, Patrick Wilson, paranormal investigators, horror, cliche	genre,content	nan
25	380	97	1	similar genre: Thriller------similar content: clever	thriller	nan
25	380	164	1	similar genre: Thriller	genre	nan
25	380	23	1	similar genre: Horror, Thriller------similar content: horror	genre,content	nan
25	380	789	1	similar genre: Horror, Thriller------similar content: horror, suspense	content	nan
25	380	535	1	similar genre: Thriller------similar content: horror, suspense, thriller	content	nan
22	83	328	1	similar genre: Fantasy, Animation, Family------similar content: animation, musical, Disney	genre, content	nan
22	83	717	1	similar genre: Animation, Adventure, Family------similar content: animation, musical, Disney	genre	nan
22	83	719	1	similar genre: Animation, Adventure, Family------similar content: animation, predictable, Disney	actor	nan
22	83	90	1	similar genre: Fantasy, Comedy, Animation, Adventure, Family------similar content: animation, predictable, Disney, family, Pixar	actor	animation
22	83	219	1	similar genre: Fantasy, Animation, Adventure, Family------similar content: animation, music, musical, Disney	genre	animation
22	341	717	1	similar genre: Animation, Adventure, Family------similar content: animation	genre	nan
22	341	110	1	similar genre: Comedy, Animation, Family------similar content: emotional, animation, comedy, Pixar	genre	nan
22	341	719	1	similar genre: Animation, Adventure, Family------similar content: animation	actor	nan
22	341	720	1	similar genre: Comedy, Animation, Family------similar content: animation	genre	nan
22	341	90	1	similar genre: Comedy, Animation, Adventure, Family------similar content: animation, Pixar	genre	nan
22	353	717	1	similar genre: Animation, Adventure, Family------similar content: animation, musical, Disney	genre	nan
22	353	110	1	similar genre: Comedy, Animation, Family------similar content: animation, Disney, family	genre	animation
22	353	719	1	similar director: Chris Buck------similar genre: Animation, Adventure, Family------similar content: animation, predictable, Disney	genre	nan
22	353	720	1	similar genre: Comedy, Animation, Family------similar content: animation, Disney, family	genre	nan
22	353	219	1	similar genre: Fantasy, Animation, Adventure, Family------similar content: magic, fantasy, animation, music, musical	genre	animation
22	98	99	1	similar genre: Drama------similar content: drama, thought-provoking, long	genre	nan
22	98	111	1	similar genre: Drama------similar content: drama, surreal, touching, philosophy, original plot	storyline	nan
22	98	148	1	similar genre: Drama, Romance------similar content: romance, Oscar Nominee: Best Picture, drama	genre	nan
22	98	53	-1	similar genre: Drama, Fantasy, Romance------similar content: romance, boring	genre	nan
22	98	187	1	similar genre: Drama, Romance------similar content: cinematography	genre	nan
22	107	717	1	similar genre: Animation, Adventure, Family------similar content: romance, animation, Disney, talking animals	actor	nan
22	107	110	1	similar director: Pete Docter------similar genre: Comedy, Animation, Family------similar content: bittersweet, Pete Docter, family, funny, boring	actor, content	nan
22	107	719	1	similar genre: Animation, Adventure, Family------similar content: animation, predictable, Disney	genre	nan
22	107	720	1	similar genre: Comedy, Animation, Family------similar content: animation, friendship, Disney, family	genre	nan
22	107	90	1	similar genre: Comedy, Animation, Adventure, Family------similar content: animation, predictable, Disney, family, Pixar	genre	nan
22	296	717	1	similar genre: Animation, Family------similar content: talking animals, soundtrack, animation, Disney animated feature, musical	genre	nan
22	296	110	1	similar genre: Drama, Animation, Family------similar content: coming of age, fun, animation, Disney	genre	nan
22	296	719	1	similar genre: Drama, Animation, Family------similar content: Oscar (Best Music - Original Song), Africa, animals, animation, Disney	genre	nan
22	296	720	1	similar genre: Animation, Family------similar content: animation, friendship, Disney	genre	nan
22	296	90	1	similar genre: Animation, Family------similar content: coming of age, animation, Disney	genre	nan
22	251	66	-1	similar genre: Drama, Comedy------similar content: bittersweet, funny, sad, mental illness, touching	genre	nan
22	251	110	1	similar genre: Drama, Comedy, Animation------similar content: coming of age, bittersweet, animation, funny	genre	nan
22	251	717	1	similar genre: Animation------similar content: animation	actor	nan
22	251	720	1	similar genre: Comedy, Animation------similar content: animation, friendship	genre	nan
22	251	719	1	similar genre: Drama, Animation------similar content: animation	genre	nan
13	39	337	-1	similar genre: Action, Science Fiction, Adventure------similar content: action, humor, predictable, adventure	genre	nan
13	39	270	1	similar actor: Chris Pratt------similar genre: Action, Science Fiction, Adventure------similar content: fun, action, adventure, sci-fi, Chris Pratt	content	nan
13	39	401	1	similar genre: Action, Science Fiction, Adventure------similar content: sci-fi	content	nan
13	39	407	1	similar genre: Action, Science Fiction, Adventure------similar content: action, sci-fi	content	nan
13	39	191	1	similar genre: Action, Science Fiction, Adventure------similar content: action, sci-fi, adventure	content	nan
13	239	9	1	similar genre: Fantasy, Adventure------similar content: fantasy, mythology	content	nan
13	239	494	1	similar genre: Action, Fantasy, Adventure------similar content: action, fantasy, adventure	content	nan
13	239	344	1	similar genre: Fantasy, Adventure------similar content: fantasy, adventure	content	nan
13	239	345	1	similar genre: Fantasy, Adventure------similar content: fantasy, adventure	content	nan
13	239	348	1	similar genre: Fantasy, Adventure------similar content: fantasy, big budget, adventure	content	nan
13	754	9	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic, time travel, based on a book	content	nan
13	754	344	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic, based on a book	content	nan
13	754	345	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic, atmospheric, based on a book	content	nan
13	754	347	1	similar genre: Fantasy, Adventure------similar content: fantasy, parallel universe, magic, based on a book	content	nan
13	754	348	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, magic, based on a book	content	nan
13	758	128	1	similar genre: Fantasy, Adventure------similar content: fantasy, dragons, magic, based on a book	genre	nan
13	758	129	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic, based on a book	genre	nan
13	758	130	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic, based on a book	genre	nan
13	758	5	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic, based on a book	genre	nan
13	758	6	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic	genre	nan
13	759	9	1	similar genre: Fantasy, Adventure------similar content: fantasy, based on a book	content	nan
13	759	344	1	similar genre: Fantasy, Adventure------similar content: fantasy, adventure, based on a book	content	nan
13	759	345	1	similar genre: Fantasy, Adventure------similar content: fantasy, adventure, based on a book	content	nan
13	759	347	1	similar genre: Fantasy, Adventure------similar content: fantasy, not true to the book, based on a book	content	nan
13	759	348	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, adventure, based on a book	content	nan
13	760	9	1	similar genre: Fantasy, Adventure------similar content: fantasy, fantasy world, mythology, based on a book	content	nan
13	760	494	1	similar genre: Fantasy, Adventure------similar content: action, fantasy, fantasy world, based on a book	content	nan
13	760	344	1	similar genre: Fantasy, Adventure------similar content: fantasy, fantasy world, based on a book	content	nan
13	760	345	1	similar genre: Fantasy, Adventure------similar content: fantasy, fantasy world, based on a book	content	nan
13	760	348	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, fantasy world, based on a book	content	nan
13	20	16	1	similar genre: Action, Adventure------similar content: action, superhero	genre	nan
13	20	497	1	similar genre: Action, Science Fiction, Adventure------similar content: action, comic book, superhero, Marvel	genre	nan
13	20	498	1	similar genre: Action, Science Fiction, Adventure------similar content: action, comic book, superhero, sci-fi, Marvel	genre	nan
13	20	51	1	similar genre: Action, Adventure------similar content: action, comic book, superhero, Marvel	genre	nan
13	20	283	1	similar genre: Action, Science Fiction, Adventure------similar content: action, superhero, Marvel	genre	nan
23	614	738	1	similar genre: Fantasy------similar content: visually appealing, fantasy, based on a book	content	nan
23	614	742	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, based on a book	genre	nan
23	614	171	1	similar genre: Fantasy, Family------similar content: beautiful, Bechdel Test:Pass, alternate reality, fantasy, fairy tale	content: fantasy, beautiful	nan
23	614	239	1	similar genre: Fantasy, Adventure------similar content: fantasy	genre	nan
23	614	95	1	similar director: Tim Burton------similar actor: Johnny Depp, Helena Bonham Carter------similar genre: Fantasy, Adventure, Family------similar content: fantasy, Johnny Depp, Helena Bonham Carter, Tim Burton, based on a book	genre	nan
23	494	742	1	similar genre: Fantasy, Adventure------similar content: fantasy, based on a book	genre	nan
23	494	171	1	similar genre: Fantasy------similar content: fantasy, fantasy world, magic, adventure, dragons	content	nan
23	494	239	1	similar genre: Action, Fantasy, Adventure------similar content: action, fantasy, adventure	genre	nan
23	494	283	1	similar actor: Benedict Cumberbatch------similar genre: Action, Fantasy, Adventure------similar content: action, fantasy, magic, Benedict Cumberbatch	content	nan
23	494	95	1	similar genre: Fantasy, Adventure------similar content: fantasy, based on a book	genre	nan
23	754	738	1	similar genre: Drama, Fantasy------similar content: visually appealing, fantasy, atmospheric, based on a book	content	nan
23	754	742	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, based on a book	genre	nan
23	754	171	1	similar genre: Fantasy, Family------similar content: fantasy, magic, atmospheric, children	genre	nan
23	754	239	1	similar genre: Fantasy, Adventure------similar content: fantasy	genre	nan
23	754	95	1	similar director: Tim Burton------similar genre: Fantasy, Adventure, Family------similar content: fantasy, Tim Burton, based on a book	genre	nan
23	758	129	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic, based on a book	content	nan
23	758	130	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic, based on a book	content	nan
23	758	5	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic, based on a book	content	nan
23	758	376	1	similar genre: Family	genre	nan
23	758	95	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, based on a book	genre	nan
23	759	738	1	similar genre: Fantasy------similar content: fantasy, based on a book	content	nan
23	759	742	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, based on a book	genre	nan
23	759	171	1	similar genre: Fantasy, Family------similar content: fantasy, adventure	content	nan
23	759	239	1	similar genre: Fantasy, Adventure------similar content: fantasy, adventure	content	nan
23	759	95	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, based on a book	genre	nan
23	760	742	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, based on a book	genre	nan
23	760	171	1	similar genre: Fantasy, Family------similar content: fantasy, fantasy world	genre	nan
23	760	239	1	similar genre: Fantasy, Adventure------similar content: action, fantasy, mythology	content	nan
23	760	283	1	similar genre: Fantasy, Adventure------similar content: action, fantasy	content	nan
23	760	95	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, based on a book	genre	nan
23	761	738	1	similar genre: Fantasy------similar content: visually appealing, fantasy, based on a book	content: fantasy, visually appealling	nan
23	761	742	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, based on a book	genre	nan
23	761	171	1	similar genre: Fantasy, Family------similar content: fantasy, fantasy world	content	nan
23	761	239	1	similar genre: Fantasy, Adventure------similar content: fantasy	genre	nan
23	761	95	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, based on a book	genre	nan
4	96	129	1	similar genre: Fantasy, Adventure------similar content: mythology, magic, great soundtrack, scenic, based on a book	content	nan
4	96	130	1	similar genre: Fantasy, Adventure------similar content: mythology, magic, great soundtrack, scenic, based on a book	content	nan
4	96	5	1	similar genre: Fantasy, Adventure------similar content: mythology, magic, based on a book, scenic, great soundtrack	content	nan
4	96	41	-1	similar genre: Adventure, Family------similar content: talking animals, good versus evil	genre	nan
4	96	175	-1	similar genre: Family	genre	nan
4	353	193	1	similar genre: Comedy, Animation, Family------similar content: sequel, animation, Disney	genre, content	nan
4	353	107	1	similar genre: Comedy, Animation, Adventure, Family------similar content: Disney, animation, predictable, animated, family	genre	nan
4	353	172	1	similar genre: Comedy, Animation, Family------similar content: Disney, animation, animated, family	genre	nan
4	353	110	1	similar genre: Comedy, Animation, Family------similar content: animation, Disney, family	genre	nan
4	353	180	1	similar genre: Comedy, Animation, Music, Adventure, Family------similar content: magic, animation, music, musical	genre	nan
4	529	179	1	similar genre: Comedy, Animation, Family------similar content: animation, friends	genre	nan
4	529	176	1	similar genre: Animation, Family------similar content: animation, children	genre	nan
4	529	83	1	similar genre: Fantasy, Comedy, Animation, Family------similar content: animation	genre	nan
4	529	180	1	similar genre: Comedy, Animation, Family------similar content: animation	genre	nan
4	529	90	1	similar genre: Fantasy, Comedy, Animation, Family------similar content: animation	genre	nan
4	743	193	-1	similar genre: Animation, Family------similar content: animation, friendship, Disney	content	nan
4	743	107	-1	similar genre: Animation, Family------similar content: heartbreaking, animation, friendship, Disney, family	content	nan
4	743	172	-1	similar genre: Animation, Family------similar content: animation, friendship, Disney, family	content	nan
4	743	110	-1	similar genre: Animation, Family------similar content: heartbreaking, animation, Disney, family	content	nan
4	743	176	-1	similar genre: Animation, Family------similar content: animation, friendship, Disney, family	content	nan
4	296	193	1	similar genre: Animation, Family------similar content: animation, friendship, Disney	genre	nan
4	296	107	1	similar genre: Animation, Family------similar content: animation, friendship, Disney, father-son relationship, talking animals	genre	nan
4	296	172	1	similar genre: Animation, Family------similar content: fun, animation, friendship, Disney, classic	genre	nan
4	296	110	1	similar genre: Drama, Animation, Family------similar content: coming of age, fun, animation, Disney	genre	nan
4	296	176	1	similar genre: Animation, Family------similar content: animals, father-son relationship, coming of age, animation, talking animals	genre	nan
4	758	129	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic, based on a book	content	nan
4	758	130	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic, based on a book	content	nan
4	758	5	-1	similar genre: Fantasy, Adventure------similar content: fantasy, magic, based on a book	Genre	nan
4	758	171	1	similar genre: Fantasy, Family------similar content: fantasy, dragons, magic, alternate reality	genre	nan
4	758	175	1	similar genre: Family	genre	nan
4	251	193	1	similar genre: Comedy, Animation------similar content: bittersweet, animation, friendship	content	nan
4	251	107	1	similar genre: Comedy, Animation------similar content: bittersweet, funny, sweet, touching, friendship	content	nan
4	251	172	1	similar genre: Comedy, Animation------similar content: funny, animation, friendship	genre	nan
4	251	110	1	similar genre: Drama, Comedy, Animation------similar content: coming of age, bittersweet, animation, funny	genre	nan
4	251	94	-1	similar genre: Drama, Comedy------similar content: touching, friendship	genre	nan
14	239	9	1	similar genre: Fantasy, Adventure------similar content: fantasy, mythology	content	nan
14	239	344	1	similar genre: Fantasy, Adventure------similar content: fantasy, adventure	genre	nan
14	239	347	1	similar genre: Fantasy, Adventure------similar content: fantasy	genre	nan
14	239	348	1	similar genre: Fantasy, Adventure------similar content: fantasy, big budget, adventure	genre	nan
14	239	350	1	similar genre: Fantasy, Adventure------similar content: fantasy, mythology, adventure	genre	nan
14	754	9	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic, time travel, based on a book	content	nan
14	754	344	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic, based on a book	content	nan
14	754	347	1	similar genre: Fantasy, Adventure------similar content: fantasy, parallel universe, magic, based on a book	content	nan
14	754	348	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, magic, based on a book	content	nan
14	754	350	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, magic, children, based on a book	content	nan
14	371	67	1	similar genre: Drama, Thriller, Crime------similar content: mystery, plot twist, ensemble cast, whodunnit, crime	content	nan
14	371	140	1	similar genre: Drama, Crime------similar content: organized crime, Oscar (Best Supporting Actor), New York City, violence, crime	content	organized crime
14	371	119	1	similar genre: Drama, Crime------similar content: organized crime, classic, New York City, violence, crime	content	nan
14	371	185	1	similar genre: Drama------similar content: classic, crime, predictable, imdb top 250, great acting	content	imdb top 250, great acting
14	371	125	1	similar genre: Drama, Crime------similar content: organized crime, crime, violence, great acting, classic	content	great acting, classic
14	759	9	1	similar genre: Fantasy, Adventure------similar content: fantasy, based on a book	content	nan
14	759	344	1	similar genre: Fantasy, Adventure------similar content: fantasy, adventure, based on a book	content	nan
14	759	347	-1	similar genre: Fantasy, Adventure------similar content: fantasy, not true to the book, based on a book	content	not true to the book
14	759	348	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, adventure, based on a book	content	nan
14	759	350	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, adventure, based on a book	content	nan
14	248	65	1	similar genre: Drama------similar content: atmospheric, Oscar Nominee: Best Picture, sad, drama, inspirational	content	nan
14	248	69	1	similar genre: Drama------similar content: drama, New York City, atmospheric, great acting	content	great acting
14	248	119	1	similar actor: Al Pacino------similar genre: Drama------similar content: Al Pacino, New York City, atmospheric, great acting, drama	content	great acting
14	248	185	1	similar genre: Drama------similar content: great acting	content	nan
14	248	252	1	similar genre: Drama------similar content: coming of age, Oscar Nominee: Best Picture	content	nan
14	761	9	1	similar genre: Fantasy, Adventure------similar content: fantasy, fantasy world, based on a book	content	nan
14	761	344	1	similar genre: Fantasy, Adventure------similar content: fantasy, fantasy world, based on a book	content	nan
14	761	346	1	similar genre: Fantasy, Adventure------similar content: fantasy, based on a book	content	nan
14	761	347	1	similar genre: Fantasy, Adventure------similar content: fantasy, fantasy world, based on a book	content	nan
14	761	348	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, fantasy world, based on a book	content	nan
14	254	73	1	similar content: cinematography, Oscar Nominee: Best Picture, philosophy, soundtrack, surreal	content	soundtrack
14	254	207	1	similar genre: Drama------similar content: Oscar Nominee: Best Picture, excellent script, coming of age, thought-provoking, imdb top 250	content	nan
14	254	433	1	similar genre: Drama------similar content: Oscar Nominee: Best Picture, violence, soundtrack, imdb top 250, comedy	content	nan
14	254	309	1	similar genre: Drama------similar content: Oscar Nominee: Best Picture, cinematography, imdb top 250, violence	content	nan
14	254	508	1	similar genre: Drama------similar content: inspiring, Oscar Nominee: Best Picture, violence, dark, cinematography	content	nan
5	356	227	1	similar actor: Robert Pattinson, Peter Facinelli, Ashley Greene, Taylor Lautner, Kristen Stewart------similar genre: Romance, Fantasy, Adventure------similar content: vampire, werewolf, vampires, based on a book	actor	nan
5	356	228	1	similar genre: Adventure	genre	nan
5	356	8	-1	nan	content	nan
5	356	234	1	similar genre: Romance, Fantasy	genre	nan
5	356	53	1	similar actor: Robert Pattinson, Ashley Greene, Taylor Lautner, Kristen Stewart------similar genre: Romance, Fantasy------similar content: romance, vampire, vampires, based on a book	actor	nan
5	357	227	1	similar actor: Robert Pattinson, Peter Facinelli, Taylor Lautner, Kristen Stewart------similar genre: Drama, Fantasy, Romance, Adventure------similar content: Robert Pattinson, vampires, werewolf, based on a book, werewolves	actor	nan
5	357	228	1	similar genre: Adventure	genre	nan
5	357	8	-1	similar genre: Drama	genre	nan
5	357	234	1	similar genre: Romance, Fantasy, Drama	genre	nan
5	357	53	1	similar actor: Robert Pattinson, Billy Burke, Taylor Lautner, Kristen Stewart------similar genre: Drama, Fantasy, Romance------similar content: Robert Pattinson, teen, vampires, based on a book, unintentional comedy	actor	nan
5	743	107	1	similar genre: Animation, Family------similar content: heartbreaking, animation, friendship, Disney, family	genre	nan
5	743	176	1	similar genre: Animation, Family------similar content: animation, friendship, Disney, family	genre	nan
5	743	179	1	similar genre: Animation, Family------similar content: animation, friendship, Disney, family	genre	nan
5	743	94	1	similar content: friendship	content	nan
5	743	223	1	similar genre: Animation, Family------similar content: animation, friendship, Disney	genre	nan
5	110	107	1	similar director: Pete Docter------similar genre: Comedy, Animation, Family------similar content: bittersweet, Pete Docter, family, funny, boring	genre	nan
5	110	176	1	similar genre: Animation, Family------similar content: funny, family, coming of age, animation, Disney	genre	nan
5	110	179	1	similar genre: Comedy, Animation, Family------similar content: funny, kids, family, cute, emotions	genre	nan
5	110	94	-1	similar genre: Drama, Comedy------similar content: comedy	genre	nan
5	110	223	1	similar genre: Animation, Family------similar content: animation, comedy, Disney, Pixar	genre	nan
5	680	71	1	similar genre: Animation, Family------similar content: animation	genre	nan
5	680	208	1	similar genre: Animation, Adventure, Family------similar content: animation	genre	nan
5	680	220	1	similar genre: Animation, Adventure, Family------similar content: animation, friendship	genre	nan
5	680	221	1	similar genre: Animation, Adventure, Family------similar content: animation	genre	nan
5	680	222	1	similar genre: Animation, Adventure, Family------similar content: animation, friendship	genre	nan
5	248	65	1	similar genre: Drama------similar content: atmospheric, Oscar Nominee: Best Picture, sad, drama, inspirational	content	nan
5	248	69	-1	similar genre: Drama------similar content: drama, New York City, atmospheric, great acting	genre	nan
5	248	233	1	similar genre: Drama------similar content: sad	genre	nan
5	248	119	1	similar actor: Al Pacino------similar genre: Drama------similar content: Al Pacino, New York City, atmospheric, great acting, drama	content	nan
5	248	94	1	similar genre: Drama------similar content: Oscar Nominee: Best Picture, drama, friendship, great acting	content	nan
5	251	233	1	similar genre: Drama------similar content: touching, sad	content	nan
5	251	107	1	similar genre: Comedy, Animation------similar content: bittersweet, funny, sweet, touching, friendship	content	nan
5	251	176	1	similar genre: Animation------similar content: coming of age, funny, animation, friendship	content	nan
5	251	94	1	similar genre: Drama, Comedy------similar content: touching, friendship	content	nan
5	251	223	1	similar genre: Animation------similar content: animation, friendship	content	nan
6	600	137	1	similar genre: Drama, Thriller------similar content: mystery, dark, atmospheric, psychology, creepy	content	nan
6	600	112	1	similar genre: Drama------similar content: psychological, predictable, creepy	content	nan
6	600	247	1	similar genre: Drama, Thriller------similar content: stylized, atmospheric, psychology, twist ending, eerie	genre	nan
6	600	280	1	similar genre: Drama------similar content: mystery, stylized, atmospheric, imaginary friend, twist ending	content	nan
6	600	282	1	similar genre: Drama------similar content: depressing, powerful ending, psychology, psychological, mental illness	content	nan
6	98	99	1	similar genre: Drama------similar content: drama, thought-provoking, long	content	nan
6	98	264	1	similar genre: Drama, Mystery------similar content: drama, Oscar Nominee: Best Picture, sad, romance, cinematography	genre	nan
6	98	111	1	similar genre: Drama------similar content: drama, surreal, touching, philosophy, original plot	content	nan
6	98	148	1	similar genre: Drama, Romance------similar content: romance, Oscar Nominee: Best Picture, drama	genre	nan
6	98	184	1	similar genre: Romance, Drama------similar content: bittersweet, Oscar Nominee: Best Picture, boring, sad, romance	genre	nan
6	486	137	1	similar genre: Drama, Thriller------similar content: dark, violence, psychological, mental illness, disturbing	genre	nan
6	486	112	1	similar genre: Drama------similar content: psychological, overrated	content	nan
6	486	246	1	similar genre: Drama	genre	nan
6	486	247	1	similar genre: Drama, Thriller------similar content: dark, insanity, psychological, mental illness, abuse	content	nan
6	486	280	1	similar genre: Drama------similar content: dark, boring, pretentious, psychological, mental illness	content	nan
6	371	69	1	similar genre: Drama, Thriller, Crime------similar content: New York City, comedy, twists & turns, great acting, crime	genre	nan
6	371	137	1	similar genre: Drama, Thriller, Crime------similar content: mystery, clever, classic, violence, crime	content	nan
6	371	273	1	similar genre: Drama, Crime------similar content: violence	genre	nan
6	371	119	1	similar genre: Drama, Crime------similar content: organized crime, classic, New York City, violence, crime	genre	nan
6	371	185	1	similar genre: Drama------similar content: classic, crime, predictable, imdb top 250, great acting	content	nan
6	249	99	-1	similar genre: Drama------similar content: social commentary	content	nan
6	249	264	1	similar genre: Drama------similar content: Oscar Nominee: Best Picture, military, scientist, sci-fi	content	nan
6	249	111	1	similar genre: Drama------similar content: fantasy, dreamlike, atmospheric, social commentary	content	nan
6	249	148	1	similar genre: Drama, Romance------similar content: Oscar Nominee: Best Picture, scientist, Oscar Winner: Best Picture	content	nan
6	249	184	1	similar genre: Romance, Drama------similar content: Oscar Nominee: Best Picture, boring, sci-fi	genre	nan
6	508	72	1	similar genre: Drama------similar content: Oscar Nominee: Best Picture, cinematography, great acting, drama	content	nan
6	508	73	1	similar content: drama, great soundtrack, Oscar Nominee: Best Picture, pretentious, psychological	content	nan
6	508	268	1	similar genre: Drama------similar content: great soundtrack, Oscar Nominee: Best Picture, violence, revenge, cinematography	content	nan
6	508	272	1	similar genre: Drama------similar content: drama, cinematography, suspense, teacher, intense	content	nan
6	508	254	1	similar genre: Drama------similar content: inspiring, Oscar Nominee: Best Picture, violence, dark, cinematography	content	nan
6	125	69	1	similar actor: Robert De Niro------similar genre: Drama, Crime------similar content: Robert De Niro, great acting, crime	genre	nan
6	125	273	1	similar genre: Drama, Crime------similar content: violence, revenge	genre	nan
6	125	119	1	similar director: Francis Ford Coppola------similar actor: Al Pacino, Robert Duvall------similar genre: Drama, Crime------similar content: Al Pacino, organized crime, mafia, italy, classic	content	nan
6	125	248	1	similar actor: Al Pacino------similar genre: Drama------similar content: Al Pacino, great acting	content	nan
6	125	185	1	similar genre: Drama------similar content: crime, great acting, classic	content	nan
15	620	544	1	similar genre: Comedy------similar content: high school	genre	nan
15	620	523	-1	similar genre: Comedy	genre	nan
15	620	524	-1	similar genre: Comedy	genre	nan
15	620	526	-1	similar genre: Comedy	genre	nan
15	620	534	1	similar genre: Comedy	content	supernatural occurrence + in a boring life
