user	item	timestamp	label	aspects	liked/disliked-aspects	comment
13	319	-2-	4	director: David Yates------actor: Eddie Redmayne, Katherine Waterston, Dan Fogler, Alison Sudol, Colin Farrell------genre: Adventure, Family, Fantasy------content: magic, Magical creatures, fantasy, Eddie Redmayne, wizard	genre	nan
13	456	-2-	3	director: Chuck Russell------actor: Dwayne Johnson, Kelly Hu, Michael Clarke Duncan, Steven Brand, Bernard Hill------genre: Action, Fantasy, Adventure------content: action, Dwayne Johnson, egypt, fantasy, adventure	content	nan
13	761	-2-	5	director: Thor Freudenthal------actor: Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Douglas Smith, Leven Rambin------genre: Adventure, Family, Fantasy------content: Greek mythology, fantasy, based on a book, visually appealing, monsters	content	nan
23	707	-2-	2	director: Ben Sharpsteen, Hamilton Luske------actor: Dickie Jones, Cliff Edwards, Christian Rub, Evelyn Venable, Walter Catlett------genre: Animation, Family------content: Disney, animation, classic, fairy tale, cute	content	nan
23	456	-2-	3	director: Chuck Russell------actor: Dwayne Johnson, Kelly Hu, Michael Clarke Duncan, Steven Brand, Bernard Hill------genre: Action, Fantasy, Adventure------content: action, Dwayne Johnson, egypt, fantasy, adventure	genre	nan
23	330	-2-	2	director: Wolfgang Reitherman------actor: Phil Harris, Sebastian Cabot, Bruce Reitherman, George Sanders, Sterling Holloway------genre: Family, Animation, Adventure------content: Disney, classic, great soundtrack, animation, talking animals	content	nan
23	718	-2-	4	director: Tony Bancroft, Barry Cook------actor: Ming-Na Wen, Eddie Murphy, Miguel Ferrer, Harvey Fierstein, Freda Foh Shen------genre: Animation, Family, Adventure------content: Disney, strong female lead, animation, musical, China	content	nan
23	211	-2-	2	director: Neil Burger------actor: Shailene Woodley, Theo James, Ashley Judd, Jai Courtney, Ray Stevenson------genre: Action, Adventure, Science Fiction------content: dystopia, bad writing, new society, female protagonist, based on a book	content	nan
4	64	-2-	3	director: Kyle Balda, Pierre Coffin------actor: Sandra Bullock, Jon Hamm, Michael Keaton, Allison Janney, Steve Coogan------genre: Family, Animation, Adventure, Comedy------content: comedy, minions, animated, animation, slapstick	genre	nan
4	450	-2-	3	director: Nick Marck------actor: Clancy Brown, Sherman Howard, Brandon Baker, Brian Doyle-Murray, Nancy Cartwright	genre	nan
4	69	-2-	4	director: Todd Phillips------actor: Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy, Brett Cullen------genre: Crime, Thriller, Drama------content: great acting, anti-hero, Joaquin Phoenix, great cinematography, social commentary	genre, content	nan
4	268	-2-	4	director: Quentin Tarantino------actor: Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender------genre: Drama, Action, Thriller, War------content: Quentin Tarantino, Brad Pitt, World War II, dark comedy, black comedy	genre	nan
4	717	-2-	3	director: Mike Gabriel, Eric Goldberg------actor: Irene Bedard, Mel Gibson, David Ogden Stiers, John Kassir, Christian Bale------genre: Adventure, Animation, Family, Romance------content: Disney, animation, strong female lead, romance, Native Americans	genre	nan
14	319	-2-	3	director: David Yates------actor: Eddie Redmayne, Katherine Waterston, Dan Fogler, Alison Sudol, Colin Farrell------genre: Adventure, Family, Fantasy------content: magic, Magical creatures, fantasy, Eddie Redmayne, wizard	content	nan
14	72	-2-	4	director: Frank Darabont------actor: Tom Hanks, David Morse, Bonnie Hunt, Michael Clarke Duncan, James Cromwell------genre: Fantasy, Drama, Crime------content: Tom Hanks, Stephen King, emotional, great acting, heartwarming	actor	I like Tom Hanks
14	760	-2-	1	director: Chris Columbus------actor: Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Jake Abel, Pierce Brosnan------genre: Adventure, Fantasy, Family------content: Greek mythology, fantasy, gods, childish, based on a book	contemt	I did not like the story
14	345	-2-	5	director: David Yates------actor: Daniel Radcliffe, Rupert Grint, Emma Watson, Alan Rickman, Ralph Fiennes------genre: Fantasy, Adventure------content: magic, fantasy, based on a book, Emma Watson, epic	content	liked this  content
14	95	-2-	1	director: Tim Burton------actor: Freddie Highmore, Johnny Depp, David Kelly, Helena Bonham Carter, Noah Taylor------genre: Adventure, Comedy, Family, Fantasy------content: Johnny Depp, Tim Burton, fantasy, quirky, remake	content	plot
5	329	-2-	4	director: Ron Clements, John Musker------actor: Jodi Benson, Samuel E. Wright, Pat Carroll, Christopher Daniel Barnes, Kenneth Mars------genre: Animation, Family, Fantasy------content: Disney, mermaid, animation, talking animals, Oscar (Best Music - Original Song)	genre	nan
5	77	-2-	4	director: Byron Howard, Rich Moore------actor: Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate, Nate Torrence------genre: Animation, Adventure, Family, Comedy------content: funny, social commentary, racism, xenophobia, visually stunning	genre	nan
5	717	-2-	4	director: Mike Gabriel, Eric Goldberg------actor: Irene Bedard, Mel Gibson, David Ogden Stiers, John Kassir, Christian Bale------genre: Adventure, Animation, Family, Romance------content: Disney, animation, strong female lead, romance, Native Americans	genre	nan
5	720	-2-	5	director: Stephen J. Anderson------actor: Dara McGarry, Tom Selleck, Tom Kenny, Jordan Fry, Stephen J. Anderson------genre: Animation, Comedy, Family------content: time travel, inventor, kids and family, Disney, heartwarming	actor	nan
5	341	-2-	4	director: John Lasseter------actor: Owen Wilson, Bonnie Hunt, Paul Newman, Larry the Cable Guy, Tony Shalhoub------genre: Animation, Adventure, Comedy, Family------content: Pixar, cars, animation, comedy, small town	genre	nan
6	696	-2-	3	director: Gabriele Muccino------actor: Will Smith, Rosario Dawson, Sarah Jane Morris, Woody Harrelson, Michael Ealy------genre: Drama------content: Will Smith, melancholy, drama, moving, unique	actor	nan
6	569	-2-	3	director: Richard Schenkman------actor: David Lee Smith, Tony Todd, John Billingsley, Ellen Crawford, Annika Peterson------genre: Science Fiction, Drama------content: thought-provoking, philosophical, intellectual, Excellent use of dialogue, dialogue driven	content	nan
6	187	-2-	3	director: Baz Luhrmann------actor: Leonardo DiCaprio, Tobey Maguire, Carey Mulligan, Joel Edgerton, Elizabeth Debicki------genre: Drama, Romance------content: Leonardo DiCaprio, stylized, beautiful, visually appealing, 1920s	content	nan
6	189	-2-	4	director: Martin Scorsese------actor: Robert De Niro, Jodie Foster, Albert Brooks, Harvey Keitel, Cybill Shepherd------genre: Crime, Drama------content: dark, Robert De Niro, loneliness, cult film, Martin Scorsese	content	nan
6	321	-2-	5	director: Jean-Pierre Jeunet------actor: Audrey Tautou, Mathieu Kassovitz, Rufus, Lorella Cravotta, Serge Merlin------genre: Comedy, Romance------content: beautifully filmed, quirky, feel-good, surreal, whimsical	genre	nan
15	66	-2-	2	director: Robert Zemeckis------actor: Tom Hanks, Robin Wright, Gary Sinise, Mykelti Williamson, Sally Field------genre: Comedy, Drama, Romance------content: Tom Hanks, inspirational, classic, comedy, bittersweet	genre	too oscar baity
15	67	-2-	2	director: Rian Johnson------actor: Daniel Craig, Chris Evans, Ana de Armas, Jamie Lee Curtis, Michael Shannon------genre: Mystery, Thriller, Comedy, Drama, Crime------content: murder mystery, clever script, unpredictable ending, mystery, black comedy	content, storytelling	not interesting enough for a mystery film, forgettable characters
15	73	-2-	3	director: Christopher Nolan------actor: Leonardo DiCaprio, Ken Watanabe, Joseph Gordon-Levitt, Marion Cotillard, Ellen Page------genre: Action, Science Fiction, Adventure------content: alternate reality, thought-provoking, visually appealing, mindfuck, surreal	genre,content	interesting plot, creativity
15	720	-2-	3	director: Stephen J. Anderson------actor: Dara McGarry, Tom Selleck, Tom Kenny, Jordan Fry, Stephen J. Anderson------genre: Animation, Comedy, Family------content: time travel, inventor, kids and family, Disney, heartwarming	genre,content	fantasy,adventure, creative, animation
15	83	-2-	4	director: Lee Unkrich------actor: Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor------genre: Animation, Family, Comedy, Adventure, Fantasy------content: music, colorful, Pixar, family, animation	genre,content	animation, sad, heartwarming
19	713	-2-	4	director: Tarsem Singh------actor: Ryan Reynolds, Ben Kingsley, Natalie Martinez, Matthew Goode, Michelle Dockery------genre: Science Fiction, Mystery, Thriller------content: immortality, flashbacks, philosophical, ethics, mind transfer	genre	nan
19	331	-2-	4	director: Gary Dauberman------actor: Mckenna Grace, Madison Iseman, Katie Sarife, Patrick Wilson, Vera Farmiga------genre: Horror, Thriller, Mystery------content: Horror, horror, not scary	genre	nan
19	674	-2-	4	director: James Wan------actor: Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye, Barbara Hershey------genre: Horror, Thriller------content: serial killer, possession, horror, ghosts, demon	genre	nan
19	336	-2-	5	director: Jon Favreau------actor: Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell------genre: Adventure, Action, Science Fiction------content: Robert Downey Jr., superhero, Marvel, Scarlett Johansson, sci-fi	genre	superhero
19	337	-2-	5	director: Jon Watts------actor: Tom Holland, Michael Keaton, Marisa Tomei, Jacob Batalon, Tony Revolori------genre: Action, Adventure, Science Fiction, Drama------content: Marvel, spider-man, superhero, humour, MCU	genre	superhero
1	332	-2-	5	director: Steven Spielberg------actor: Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Arliss Howard, Richard Attenborough------genre: Adventure, Action, Science Fiction------content: dinosaurs, Steven Spielberg, spielberg, Jeff Goldblum, Julianne Moore	Genre, Director, Actor	nan
1	210	-2-	3	director: James McTeigue------actor: Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry, John Hurt------genre: Action, Thriller, Fantasy------content: dystopia, thought-provoking, social commentary, politics, comic book	Genre	nan
1	227	-2-	5	director: David Slade------actor: Kristen Stewart, Robert Pattinson, Taylor Lautner, Ashley Greene, Peter Facinelli------genre: Adventure, Fantasy, Drama, Romance------content: vampires, Robert Pattinson, Kristen Stewart, based on a book, supernatural	director, Actor, genre	nan
1	91	-2-	5	director: Ron Howard------actor: Tom Hanks, Audrey Tautou, Ian McKellen, Jean Reno, Paul Bettany------genre: Thriller, Mystery------content: conspiracy theory, adventure, Tom Hanks, mystery, bullshit history	genre, director, Actor	nan
1	357	-2-	5	director: Chris Weitz------actor: Kristen Stewart, Robert Pattinson, Taylor Lautner, Billy Burke, Peter Facinelli------genre: Adventure, Fantasy, Drama, Romance------content: bad acting, vampires, Kristen Stewart, werewolves, formulaic	director, Actor, genre	nan
9	576	-2-	4	director: Julian Jarrold------actor: Anne Hathaway, James McAvoy, Julie Walters, James Cromwell, Maggie Smith------genre: Drama, Romance------content: romance, Jane Austen, Anne Hathaway, 18th century	actor	Ann Hathaway
9	194	-2-	2	director: Justin Baldoni------actor: Haley Lu Richardson, Moisés Arias, Cole Sprouse, Kimberly Hebert Gregory, Parminder Nagra------genre: Romance, Drama------content: hospital, illness, teenagers, forbidden love, cystic fibrosis	content	nan
9	454	-2-	4	director: Rajkumar Hirani------actor: Aamir Khan, R. Madhavan, Sharman Joshi, Kareena Kapoor Khan, Boman Irani------genre: Drama, Comedy, Music------content: friendship, India, education, college, inspirational	content	again bollywood movie
9	86	-2-	2	director: Mark Waters------actor: Lindsay Lohan, Rachel McAdams, Lacey Chabert, Amanda Seyfried, Lizzy Caplan------genre: Comedy------content: high school, suprisingly clever, Lindsay Lohan, Tina Fey, Rachel McAdams	content	nan
9	604	-2-	1	director: Greg Mottola------actor: Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader, Seth Rogen------genre: Comedy------content: comedy, Michael Cera, Seth Rogen, hilarious, crude humor	content	nan
11	72	-2-	4	director: Frank Darabont------actor: Tom Hanks, David Morse, Bonnie Hunt, Michael Clarke Duncan, James Cromwell------genre: Fantasy, Drama, Crime------content: Tom Hanks, Stephen King, emotional, great acting, heartwarming	genre	I like drama based movies,without having too much of exaggerated fantasy
11	760	-2-	3	director: Chris Columbus------actor: Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Jake Abel, Pierce Brosnan------genre: Adventure, Fantasy, Family------content: Greek mythology, fantasy, gods, childish, based on a book	genre	nan
11	344	-2-	4	director: David Yates------actor: Daniel Radcliffe, Emma Watson, Rupert Grint, Alan Rickman, Ralph Fiennes------genre: Adventure, Fantasy------content: magic, based on a book, Emma Watson, dark, harry potter	actor	nan
11	345	-2-	4	director: David Yates------actor: Daniel Radcliffe, Rupert Grint, Emma Watson, Alan Rickman, Ralph Fiennes------genre: Fantasy, Adventure------content: magic, fantasy, based on a book, Emma Watson, epic	actor	nan
11	346	-2-	4	director: David Yates------actor: Daniel Radcliffe, Rupert Grint, Emma Watson, Tom Felton, Michael Gambon------genre: Adventure, Fantasy------content: magic, fantasy, harry potter, Alan Rickman, Emma Watson	actor	nan
7	192	-2-	4	director: Michael Curtiz------actor: Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains, Conrad Veidt------genre: Drama, Romance------content: classic, Humphrey Bogart, film noir, atmospheric, romance	content	nan
7	65	-2-	5	director: Frank Darabont------actor: Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown------genre: Drama, Crime------content: Morgan Freeman, inspirational, prison, twist ending, prison escape	content	nan
7	450	-2-	2	director: Nick Marck------actor: Clancy Brown, Sherman Howard, Brandon Baker, Brian Doyle-Murray, Nancy Cartwright	content	animal, boring, children's movie
7	67	-2-	4	director: Rian Johnson------actor: Daniel Craig, Chris Evans, Ana de Armas, Jamie Lee Curtis, Michael Shannon------genre: Mystery, Thriller, Comedy, Drama, Crime------content: murder mystery, clever script, unpredictable ending, mystery, black comedy	genre	nan
7	584	-2-	5	director: Theodore Melfi------actor: Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner, Kirsten Dunst------genre: Drama, History------content: feminism, civil rights, NASA, true story, mathematics	content	nan
3	586	-2-	3	director: David Fincher------actor: Jake Gyllenhaal, Mark Ruffalo, Robert Downey Jr., Anthony Edwards, Brian Cox------genre: Crime, Drama, Mystery, Thriller------content: based on a true story, detective, David Fincher, investigation, Jake Gyllenhaal	genre	nan
3	332	-2-	1	director: Steven Spielberg------actor: Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Arliss Howard, Richard Attenborough------genre: Adventure, Action, Science Fiction------content: dinosaurs, Steven Spielberg, spielberg, Jeff Goldblum, Julianne Moore	content	nan
3	462	-2-	2	director: Ridley Scott------actor: Anthony Hopkins, Julianne Moore, Francesca Neri, Gary Oldman, Ray Liotta------genre: Crime, Drama, Thriller, Horror------content: serial killer, Anthony Hopkins, psychology, cannibalism, atmospheric	genre	nan
3	468	-2-	1	director: Clint Eastwood------actor: Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden------genre: Thriller, Crime, Drama, Mystery------content: mystery, Clint Eastwood, twist ending, Sean Penn, crime	content	nan
3	469	-2-	1	director: Paul McGuigan------actor: Josh Hartnett, Bruce Willis, Mykelti Williamson, Lucy Liu, Morgan Freeman------genre: Drama, Thriller, Crime, Mystery------content: twist ending, Bruce Willis, revenge, Morgan Freeman, twist	genre	nan
2	569	-2-	3	director: Richard Schenkman------actor: David Lee Smith, Tony Todd, John Billingsley, Ellen Crawford, Annika Peterson------genre: Science Fiction, Drama------content: thought-provoking, philosophical, intellectual, Excellent use of dialogue, dialogue driven	content	nan
2	223	-2-	5	director: Dan Scanlon------actor: Billy Crystal, John Goodman, Helen Mirren, Steve Buscemi, Peter Sohn------genre: Animation, Family------content: Pixar, comedy, animation, college, sequel	genre	nan
2	193	-2-	5	director: Lee Unkrich------actor: Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn------genre: Animation, Family, Comedy------content: Pixar, animation, visually appealing, childhood, bittersweet	genre	nan
2	450	-2-	4	director: Nick Marck------actor: Clancy Brown, Sherman Howard, Brandon Baker, Brian Doyle-Murray, Nancy Cartwright	content	nan
2	269	-2-	2	director: Michel Gondry------actor: Jim Carrey, Kate Winslet, Kirsten Dunst, Mark Ruffalo, Elijah Wood------genre: Science Fiction, Drama, Romance------content: surreal, thought-provoking, nonlinear, bittersweet, Jim Carrey	genre	nan
8	50	-2-	3	director: Joachim Rønning------actor: Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer, Sam Riley------genre: Fantasy, Family, Adventure------content: epic battle, fantasy, Disney, predictable plot, sequel	Genre	nan
8	270	-2-	4	director: James Gunn------actor: Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper------genre: Action, Science Fiction, Adventure------content: great soundtrack, space, Marvel, fun, adventure	Content	nan
8	95	-2-	4	director: Tim Burton------actor: Freddie Highmore, Johnny Depp, David Kelly, Helena Bonham Carter, Noah Taylor------genre: Adventure, Comedy, Family, Fantasy------content: Johnny Depp, Tim Burton, fantasy, quirky, remake	Genre	nan
8	225	-2-	3	director: Steve Martino, Mike Thurmeier------actor: Ray Romano, John Leguizamo, Denis Leary, Peter Dinklage, Wanda Sykes------genre: Animation, Comedy, Adventure, Family------content: animation, Ice Age franchise	Genre	nan
8	229	-2-	2	director: Steve Hickner, Simon J. Smith------actor: Jerry Seinfeld, Renée Zellweger, Jim Cummings, Matthew Broderick, Patrick Warburton------genre: Family, Animation, Adventure, Comedy------content: satire, Dreamworks, computer animation, Jerry Seinfeld, ending kinda ruined it	Content	nan
20	191	-2-	3	director: Jon Favreau------actor: Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb------genre: Action, Science Fiction, Adventure------content: superhero, Marvel, Robert Downey Jr., sci-fi, technology	content	nan
20	713	-2-	3	director: Tarsem Singh------actor: Ryan Reynolds, Ben Kingsley, Natalie Martinez, Matthew Goode, Michelle Dockery------genre: Science Fiction, Mystery, Thriller------content: immortality, flashbacks, philosophical, ethics, mind transfer	content	nan
20	331	-2-	3	director: Gary Dauberman------actor: Mckenna Grace, Madison Iseman, Katie Sarife, Patrick Wilson, Vera Farmiga------genre: Horror, Thriller, Mystery------content: Horror, horror, not scary	genre	nan
20	332	-2-	3	director: Steven Spielberg------actor: Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Arliss Howard, Richard Attenborough------genre: Adventure, Action, Science Fiction------content: dinosaurs, Steven Spielberg, spielberg, Jeff Goldblum, Julianne Moore	content	nan
20	336	-2-	3	director: Jon Favreau------actor: Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell------genre: Adventure, Action, Science Fiction------content: Robert Downey Jr., superhero, Marvel, Scarlett Johansson, sci-fi	content	nan
18	576	-2-	5	director: Julian Jarrold------actor: Anne Hathaway, James McAvoy, Julie Walters, James Cromwell, Maggie Smith------genre: Drama, Romance------content: romance, Jane Austen, Anne Hathaway, 18th century	actor, genre, content	nan
18	194	-2-	4	director: Justin Baldoni------actor: Haley Lu Richardson, Moisés Arias, Cole Sprouse, Kimberly Hebert Gregory, Parminder Nagra------genre: Romance, Drama------content: hospital, illness, teenagers, forbidden love, cystic fibrosis	genre	nan
18	141	-2-	4	director: Lasse Hallström------actor: Ewan McGregor, Emily Blunt, Kristin Scott Thomas, Rachael Stirling, Amr Waked------genre: Drama, Romance, Comedy------content: Ewan McGregor, Emily Blunt, yemen, salmon	genre	nan
18	336	-2-	5	director: Jon Favreau------actor: Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell------genre: Adventure, Action, Science Fiction------content: Robert Downey Jr., superhero, Marvel, Scarlett Johansson, sci-fi	director,actor, genre, content	nan
18	337	-2-	4	director: Jon Watts------actor: Tom Holland, Michael Keaton, Marisa Tomei, Jacob Batalon, Tony Revolori------genre: Action, Adventure, Science Fiction, Drama------content: Marvel, spider-man, superhero, humour, MCU	genre	nan
24	345	-2-	5	director: David Yates------actor: Daniel Radcliffe, Rupert Grint, Emma Watson, Alan Rickman, Ralph Fiennes------genre: Fantasy, Adventure------content: magic, fantasy, based on a book, Emma Watson, epic	genre	nan
24	218	-2-	3	director: Andrew Adamson, Vicky Jenson------actor: Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow, Vincent Cassel------genre: Animation, Family, Comedy, Fantasy, Adventure------content: animation, comedy, funny, fairy tale, satire	genre	nan
24	347	-2-	5	director: David Yates------actor: Daniel Radcliffe, Rupert Grint, Emma Watson, Michael Gambon, Ralph Fiennes------genre: Adventure, Fantasy, Mystery------content: magic, fantasy, harry potter, based on a book, Emma Watson	actor, genre, content	nan
24	348	-2-	5	director: Mike Newell------actor: Daniel Radcliffe, Rupert Grint, Emma Watson, Ralph Fiennes, Alan Rickman------genre: Adventure, Fantasy, Family------content: magic, harry potter, fantasy, wizards, based on a book	actor, genre, content	nan
24	742	-2-	4	director: Victor Fleming------actor: Judy Garland, Ray Bolger, Jack Haley, Bert Lahr, Margaret Hamilton------genre: Adventure, Fantasy, Family------content: classic, musical, fantasy, dreamlike, based on a book	genre	nan
17	85	-2-	3	director: Louis Leterrier------actor: Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Mélanie Laurent, Isla Fisher------genre: Thriller, Crime------content: illusions, surprise ending, magic, deception, entertaining	genre	nan
17	470	-2-	4	director: Stanley Kubrick------actor: Jack Nicholson, Shelley Duvall, Scatman Crothers, Danny Lloyd, Barry Nelson------genre: Horror, Thriller------content: Stanley Kubrick, Jack Nicholson, psychological, atmospheric, Stephen King	genre	nan
17	185	-2-	5	director: Sidney Lumet------actor: Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall, Jack Klugman------genre: Drama------content: good dialogue, thought-provoking, social commentary, group psychology, classic	content	nan
17	475	-2-	4	director: John Lee Hancock------actor: Kevin Costner, Woody Harrelson, Kathy Bates, John Carroll Lynch, Thomas Mann------genre: Crime, Drama, Thriller------content: crime, based on a true story, cops	actor	nan
17	477	-2-	4	director: Oren Uziel------actor: Rainn Wilson, Benjamin Walker, John Michael Higgins, Rob Corddry, Adam Pally------genre: Thriller, Crime, Drama, Mystery------content: heist, crime, small town	genre	nan
21	600	-2-	3	director: Brad Anderson------actor: Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón, John Sharian, Michael Ironside------genre: Thriller, Drama------content: twist ending, psychology, Christian Bale, schizophrenia, powerful ending	content	nan
21	719	-2-	3	director: Kevin Lima, Chris Buck------actor: Tony Goldwyn, Minnie Driver, Glenn Close, Alex D. Linz, Rosie O'Donnell------genre: Adventure, Animation, Drama, Family------content: Disney, Phil Collins, animation, 2D Disney Animation, good soundtrack	genre	adventure
21	94	-2-	4	director: Peter Farrelly------actor: Viggo Mortensen, Mahershala Ali, Linda Cardellini, Dimiter D. Marinov, Mike Hatton------genre: Drama, Comedy------content: great acting, friendship, racism, heartwarming, based on a true story	genre	drama, comedy
21	223	-2-	2	director: Dan Scanlon------actor: Billy Crystal, John Goodman, Helen Mirren, Steve Buscemi, Peter Sohn------genre: Animation, Family------content: Pixar, comedy, animation, college, sequel	content	nan
21	96	-2-	3	director: Andrew Adamson------actor: Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Tilda Swinton------genre: Adventure, Family, Fantasy------content: fantasy, fantasy world, Christianity, adventure, magic	genre	nan
12	190	-2-	3	director: Joel Coen, Ethan Coen------actor: Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson, Kelly Macdonald------genre: Crime, Drama, Thriller------content: great acting, Coen Brothers, dark, suspense, thriller	content	nan
12	586	-2-	4	director: David Fincher------actor: Jake Gyllenhaal, Mark Ruffalo, Robert Downey Jr., Anthony Edwards, Brian Cox------genre: Crime, Drama, Mystery, Thriller------content: based on a true story, detective, David Fincher, investigation, Jake Gyllenhaal	genre and content	nan
12	601	-2-	4	director: Martin Scorsese------actor: Jack Nicholson, Leonardo DiCaprio, Matt Damon, Mark Wahlberg, Vera Farmiga------genre: Drama, Thriller, Crime------content: Leonardo DiCaprio, Martin Scorsese, organized crime, Jack Nicholson, Matt Damon	content, genre	
12	602	-2-	4	director: Dan Gilroy------actor: Jake Gyllenhaal, Rene Russo, Riz Ahmed, Bill Paxton, Kevin Rahm------genre: Crime, Drama, Thriller------content: dark, sociopath, Jake Gyllenhaal, psychothriller, thriller	genre and content	nan
12	91	-2-	2	director: Ron Howard------actor: Tom Hanks, Audrey Tautou, Ian McKellen, Jean Reno, Paul Bettany------genre: Thriller, Mystery------content: conspiracy theory, adventure, Tom Hanks, mystery, bullshit history	content	nan
10	733	-2-	3	director: Bryan Singer------actor: Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen------genre: Adventure, Action, Science Fiction, Thriller------content: superhero, comic book, Marvel, sci-fi, action	actor	nan
10	94	-2-	1	director: Peter Farrelly------actor: Viggo Mortensen, Mahershala Ali, Linda Cardellini, Dimiter D. Marinov, Mike Hatton------genre: Drama, Comedy------content: great acting, friendship, racism, heartwarming, based on a true story	genre	nan
10	223	-2-	4	director: Dan Scanlon------actor: Billy Crystal, John Goodman, Helen Mirren, Steve Buscemi, Peter Sohn------genre: Animation, Family------content: Pixar, comedy, animation, college, sequel	genre	nan
10	226	-2-	5	director: Carlos Saldanha------actor: Ray Romano, John Leguizamo, Denis Leary, Queen Latifah, Simon Pegg------genre: Animation, Comedy, Family, Adventure------content: talking animals, Simon Pegg, dinosaurs, lacks logic, emotion	genre	nan
10	739	-2-	3	director: Lilly Wachowski, Lana Wachowski------actor: Keanu Reeves, Carrie-Anne Moss, Laurence Fishburne, Hugo Weaving, Helmut Bakaitis------genre: Adventure, Action, Thriller, Science Fiction------content: virtual reality, cyberpunk, thought-provoking, alternate reality, dystopia	genre	nan
16	198	-2-	3	director: Edward Zwick------actor: Tom Cruise, Ken Watanabe, William Atherton, Chad Lindberg, Billy Connolly------genre: Drama, Action, War, History------content: samurai, Japan, Tom Cruise, Japanese culture, Honor	actor	nan
16	199	-2-	3	director: Tony Scott------actor: Tom Cruise, Kelly McGillis, Val Kilmer, Anthony Edwards, Tom Skerritt------genre: Action, Drama------content: aviation, Tom Cruise, military, Val Kilmer, Oscar (Best Music - Original Song)	actor	nan
16	72	-2-	4	director: Frank Darabont------actor: Tom Hanks, David Morse, Bonnie Hunt, Michael Clarke Duncan, James Cromwell------genre: Fantasy, Drama, Crime------content: Tom Hanks, Stephen King, emotional, great acting, heartwarming	actor	nan
16	74	-2-	2	director: David Fincher------actor: Edward Norton, Brad Pitt, Helena Bonham Carter, Meat Loaf, Jared Leto------genre: Drama------content: twist ending, psychology, dark comedy, social commentary, Brad Pitt	genre	nan
16	466	-2-	4	director: Poul-Erik Heilbuth------actor: Edward Snowden, Julian Assange------genre: Documentary	genre	nan
25	74	-2-	5	director: David Fincher------actor: Edward Norton, Brad Pitt, Helena Bonham Carter, Meat Loaf, Jared Leto------genre: Drama------content: twist ending, psychology, dark comedy, social commentary, Brad Pitt	actor,conetnt	nan
25	72	-2-	4	director: Frank Darabont------actor: Tom Hanks, David Morse, Bonnie Hunt, Michael Clarke Duncan, James Cromwell------genre: Fantasy, Drama, Crime------content: Tom Hanks, Stephen King, emotional, great acting, heartwarming	genre,actor,content	nan
25	713	-2-	3	director: Tarsem Singh------actor: Ryan Reynolds, Ben Kingsley, Natalie Martinez, Matthew Goode, Michelle Dockery------genre: Science Fiction, Mystery, Thriller------content: immortality, flashbacks, philosophical, ethics, mind transfer	actor,genre,content	nan
25	714	-2-	3	director: Wally Pfister------actor: Johnny Depp, Paul Bettany, Rebecca Hall, Kate Mara, Morgan Freeman------genre: Thriller, Science Fiction, Drama, Mystery------content: artificial intelligence, Johnny Depp, computers, impossible science, poorly thought out ending	genre	nan
25	331	-2-	3	director: Gary Dauberman------actor: Mckenna Grace, Madison Iseman, Katie Sarife, Patrick Wilson, Vera Farmiga------genre: Horror, Thriller, Mystery------content: Horror, horror, not scary	genre	nan
